respondent_id,age_group,region,city_tier,occupation,monthly_hh_income,education,marital_status,purchase_frequency,last_purchase_recency,monthly_spend_inr,avg_items_per_order,preferred_channel,purchase_occasion,has_returned_product,gifting_behaviour,products_interested,preferred_fabric,preferred_colors,preferred_prints,price_range_apparel,price_range_bedding,clothing_size,style_identity,brand_loyalty,madein_india_importance,discovery_channel,discount_preference,referral_propensity,current_satisfaction,main_pain_point,zaria_interest_label
ZF0236,35-44,North,Tier2,Salaried_Govt,60k-1L,PostGrad,Single,Weekly,1-3mo,2267,6+,Myntra|D2C_Brand|Instagram_Seller,NewYear|Holi,OnceOrTwice,Occasionally,Dupatta|Kurti|SalwarSuit,Cotton|Linen,Printed|Beige,Floral|Solid|Checks,2000-3999,800-1499,XL,FusionForward,NoBrandPreference,3,Instagram,FreeShipping,8,4,LimitedDesign,2
ZF0237,35-44,West,Metro,Salaried_Pvt,>1L,PostGrad,Single,Bimonthly,1-3mo,6706,1,MallStore,Diwali,NeverReturned,Frequently,BeddingSet|Saree|Kurti,Georgette|Silk,White|Yellow,Embroidery,2000-3999,800-1499,S,EthnicComfort,ExperimentsFreely,5,Instagram|PhysicalStore,FreeShipping,2,5,FabricQuality,1
ZF0238,45-55,North,Rural,Salaried_Pvt,30k-60k,Graduate,Married,Quarterly,>1yr,442,1,WhatsApp_Seller|LocalStore,Diwali,NeverReturned,Frequently,Dupatta|Kurti|Saree,Polyester,Red|Green|Orange,Floral|Embroidery|TieDye,<500,<800,L,OccasionDriven,SwitchByPrice,10,WordOfMouth|WhatsApp,FestivalSale,4,6,SlowDelivery,0
ZF0239,55+,North,Rural,Homemaker,15k-30k,Graduate,Married_with_kids,Quarterly,6-12mo,257,1,Meesho|WordOfMouth,Diwali,MultipleReturns,Rarely,BeddingSet,Cotton,White|Red|Green,Embroidery|Checks|BlockPrint,500-999,800-1499,L,EthnicComfort,StickTo1-2,8,WordOfMouth|PhysicalStore,LoyaltyPoints,7,3,LessTraditional,1
ZF0240,35-44,Central,Tier2,Homemaker,15k-30k,Graduate,Married,Monthly,6-12mo,2105,2-3,Myntra|WhatsApp_Seller|Meesho,Eid,OnceOrTwice,Occasionally,Kurti|SalwarSuit,CottonBlend|Cotton,Red,Floral|Embroidery,1000-1999,1500-2999,L,TraditionallyRooted,SwitchByPrice,7,WhatsApp|MeeshoApp,FlatDiscount,4,6,HighPrice,1
ZF0241,35-44,North,Metro,Homemaker,60k-1L,Graduate,Married,Monthly,1-3mo,4199,2-3,Amazon|MallStore,Birthday,OnceOrTwice,Frequently,BeddingSet|Saree|TowelSet,Cotton,Blue,Checks|Solid|Embroidery,4000+,1500-2999,L,HomeFirst,ExperimentsFreely,6,TV_Newspaper,FlatDiscount,4,6,FabricQuality,2
ZF0242,25-34,NorthEast,Tier2,Freelancer,60k-1L,Graduate,Single,Monthly,<1mo,5591,1,Meesho|Myntra,Wedding,NeverReturned,Frequently,IndoWestern|SalwarSuit|CoordSet|Dupatta,Rayon,White,Geometric,1000-1999,1500-2999,M,EthnicComfort,NoBrandPreference,7,MeeshoApp|Instagram,FlatDiscount,6,7,DifficultReturn,1
ZF0243,45-55,East,Tier2,Salaried_Govt,<15k,PostGrad,Married,Monthly,1-3mo,708,4-5,Instagram_Seller|Meesho,NoOccasion|Diwali|Wedding,MultipleReturns,SelfOnly,IndoWestern|CoordSet|Kurti|SalwarSuit,Rayon|Linen,Printed|Beige|Green,Solid,2000-3999,800-1499,M,TraditionallyRooted,ExperimentsFreely,5,MeeshoApp|WordOfMouth,LoyaltyPoints,6,6,DifficultReturn,1
ZF0244,35-44,North,Tier2,Business,15k-30k,Graduate,Married,Bimonthly,<1mo,4966,4-5,Meesho|Amazon,NewYear|Wedding,Unhappy_NoReturn,Occasionally,IndoWestern|Kurti|SalwarSuit|CoordSet,Rayon|Georgette,White,Solid|Geometric,1000-1999,<800,XL,EthnicComfort,StickTo1-2,8,Instagram|MeeshoApp|PhysicalStore,FreeShipping,8,5,DifficultReturn,1
ZF0245,35-44,North,Tier2,Homemaker,15k-30k,Graduate,Married_with_kids,Monthly,<1mo,300,2-3,Meesho|Amazon,Wedding,NeverReturned,Occasionally,Kurti|IndoWestern|SalwarSuit|Saree,Cotton|Rayon,Printed|Pink,Floral,1000-1999,800-1499,M,EthnicComfort,SwitchByPrice,6,WhatsApp,BundleCombo,4,4,DifficultReturn,2
ZF0246,55+,West,Rural,Homemaker,<15k,Below10th,Married,OccasionOnly,1-3mo,1485,2-3,WordOfMouth|WhatsApp_Seller,Holi|Diwali|Wedding,NeverReturned,Rarely,Saree|NightSuit|SalwarSuit|BeddingSet,CottonBlend|Polyester,Yellow,Embroidery,<500,800-1499,L,TraditionallyRooted,NoBrandPreference,9,WhatsApp|WordOfMouth,FestivalSale,7,2,HighPrice,2
ZF0247,45-55,North,Metro,Salaried_Pvt,60k-1L,PostGrad,Married,Bimonthly,6-12mo,6717,2-3,Myntra|Amazon,Wedding|Birthday,Unhappy_NoReturn,Frequently,TowelSet|Saree,Linen|Georgette,Green|White|Beige,Solid|Floral,4000+,3000-5000,L,EthnicComfort,StickTo1-2,7,Instagram|PhysicalStore,BundleCombo,4,5,FabricQuality,0
ZF0248,18-24,South,Metro,Student,30k-60k,12th,Single,Monthly,<1mo,2110,1,Myntra,Diwali|NoOccasion|NewYear,NeverReturned,Rarely,Kurti|IndoWestern|CoordSet,Rayon,Printed,DigitalPrint,500-999,<800,L,EthnicComfort,StickTo1-2,1,MeeshoApp,FestivalSale,1,4,SizingIssue,0
ZF0249,35-44,East,Tier3,Homemaker,<15k,Below10th,Married_with_kids,Monthly,6-12mo,869,4-5,WhatsApp_Seller|LocalStore,Wedding|Diwali,NeverReturned,Occasionally,NightSuit|Saree|Kurti,Cotton,Green,Floral|Embroidery|TieDye,500-999,800-1499,L,OccasionDriven,SwitchByPrice,8,WordOfMouth,FestivalSale,5,4,HighPrice,0
ZF0250,35-44,South,Tier3,Homemaker,<15k,12th,Single,Monthly,3-6mo,1254,2-3,LocalStore|WhatsApp_Seller|Meesho,Eid|Diwali|Wedding,NeverReturned,Frequently,Saree|Kurti|NightSuit,CottonBlend|Polyester,Green,Geometric|Floral,<500,<800,XL,TraditionallyRooted,NoBrandPreference,8,WordOfMouth|WhatsApp|Instagram,Buy2Get1,6,3,SlowDelivery,1
ZF0251,35-44,East,Tier3,Business,<15k,Graduate,Single,Quarterly,6-12mo,1545,2-3,WhatsApp_Seller,Birthday|Holi,NeverReturned,Rarely,NightSuit|SalwarSuit|IndoWestern|Saree,CottonBlend|Cotton,Pink,TieDye|Floral,<500,800-1499,L,OccasionDriven,NoBrandPreference,6,PhysicalStore|MeeshoApp|TV_Newspaper,Buy2Get1,4,5,LimitedDesign,2
ZF0252,25-34,NorthEast,Metro,Business,60k-1L,Graduate,Married,Monthly,3-6mo,1820,2-3,Amazon|Meesho|Myntra,Wedding,OnceOrTwice,SelfOnly,NightSuit|Saree,Georgette|CottonBlend,Beige|Printed,Embroidery|Floral|Geometric,4000+,800-1499,M,TraditionallyRooted,ExperimentsFreely,5,WordOfMouth|PhysicalStore,FestivalSale,3,7,HighPrice,1
ZF0253,18-24,NorthEast,Metro,Student,15k-30k,Graduate,Single,Bimonthly,1-3mo,2226,1,Myntra|Meesho|D2C_Brand,NoOccasion,NeverReturned,Rarely,IndoWestern|Kurti,Georgette|CottonBlend,Pink|Green,Geometric|Floral,2000-3999,<800,L,FusionForward,ExperimentsFreely,1,MeeshoApp|Instagram|WhatsApp,Buy2Get1,7,8,HighPrice,2
ZF0254,45-55,East,Rural,Homemaker,<15k,Below10th,Married_with_kids,OccasionOnly,3-6mo,1148,1,LocalStore,Birthday,OnceOrTwice,Occasionally,SalwarSuit|Saree|NightSuit,CottonBlend,Red|Yellow,TieDye,<500,<800,M,TraditionallyRooted,NoBrandPreference,7,WordOfMouth|WhatsApp,BundleCombo,7,2,FabricQuality,2
ZF0255,45-55,East,Metro,Homemaker,<15k,Graduate,Married,Monthly,<1mo,1276,2-3,Meesho|Amazon|WhatsApp_Seller,Wedding,OnceOrTwice,Frequently,BeddingSet|Kurti|SalwarSuit|Saree,Polyester,Red|Green|Blue,BlockPrint|Floral,500-999,<800,L,EthnicComfort,NoBrandPreference,7,WordOfMouth|MeeshoApp,FestivalSale,6,4,LimitedDesign,2
ZF0256,18-24,West,Metro,Salaried_Govt,>1L,Graduate,Married,Bimonthly,1-3mo,923,2-3,Amazon|D2C_Brand,Wedding|Birthday|NoOccasion,NeverReturned,Rarely,Dupatta|SalwarSuit|NightSuit,Linen,Black|Green|Beige,Embroidery|Solid,1000-1999,800-1499,L,EthnicComfort,StickTo1-2,5,Instagram|YouTube|WordOfMouth,FestivalSale,10,8,DifficultReturn,0
ZF0257,55+,Central,Tier2,Salaried_Pvt,15k-30k,12th,Married_with_kids,OccasionOnly,>1yr,1133,2-3,Meesho|WhatsApp_Seller,Holi|Wedding,OnceOrTwice,Occasionally,NightSuit|Saree,Cotton,Beige|Green|Orange,Floral|Solid|Embroidery,<500,<800,XL,EthnicComfort,SwitchByPrice,9,WhatsApp|WordOfMouth,FlatDiscount,6,5,FabricQuality,0
ZF0258,35-44,West,Rural,Business,60k-1L,Below10th,Married,Monthly,3-6mo,1786,2-3,Meesho|WhatsApp_Seller,Diwali|NoOccasion,Unhappy_NoReturn,Occasionally,Saree|Kurti,Cotton,Pink|Printed,BlockPrint|Checks|TieDye,2000-3999,3000-5000,S,OccasionDriven,NoBrandPreference,8,MeeshoApp,FlatDiscount,7,6,SlowDelivery,2
ZF0259,35-44,North,Tier2,Business,<15k,12th,Married_with_kids,Monthly,1-3mo,1552,2-3,Amazon|LocalStore|WhatsApp_Seller,Birthday|Wedding,OnceOrTwice,Occasionally,Kurti|Saree|SalwarSuit|CoordSet,Rayon|Cotton,Yellow,BlockPrint|TieDye|Embroidery,500-999,1500-2999,S,OccasionDriven,NoBrandPreference,6,Instagram|MeeshoApp|WordOfMouth,FlatDiscount,8,1,DifficultReturn,1
ZF0260,25-34,North,Rural,Homemaker,15k-30k,12th,Married_with_kids,OccasionOnly,6-12mo,1422,2-3,LocalStore|Amazon,Diwali,NeverReturned,Rarely,Saree|Kurti,CottonBlend,Green|Red|Black,BlockPrint|Embroidery|TieDye,500-999,<800,L,TraditionallyRooted,SwitchByPrice,9,WordOfMouth,Buy2Get1,4,7,LimitedDesign,1
ZF0261,35-44,East,Rural,Business,<15k,Below10th,Married_with_kids,OccasionOnly,6-12mo,583,6+,LocalStore,Diwali,NeverReturned,Occasionally,SalwarSuit|Saree,Cotton|CottonBlend,Pink|Black,TieDye,<500,<800,3XL+,EthnicComfort,StickTo1-2,9,TV_Newspaper|WordOfMouth,Buy2Get1,7,7,LessTraditional,0
ZF0262,55+,South,Metro,Business,>1L,PostGrad,Married,OccasionOnly,1-3mo,8965,4-5,MallStore|D2C_Brand,Birthday|Wedding,NeverReturned,Occasionally,SalwarSuit|BeddingSet,Silk,White|Green|Blue,Solid,2000-3999,5000+,L,HomeFirst,ExperimentsFreely,7,Instagram,BundleCombo,5,6,DifficultReturn,2
ZF0263,45-55,North,Tier3,Salaried_Govt,30k-60k,PostGrad,Married,Bimonthly,<1mo,769,2-3,Amazon,Wedding|Diwali,MultipleReturns,Frequently,Kurti|SalwarSuit|Saree|IndoWestern,Rayon,Green|Pink|Orange,Embroidery|TieDye|Floral,500-999,1500-2999,M,TraditionallyRooted,StickTo1-2,6,Instagram,Buy2Get1,7,1,SizingIssue,1
ZF0264,18-24,West,Metro,Salaried_Govt,<15k,12th,Married_with_kids,Bimonthly,1-3mo,3454,2-3,Meesho|Instagram_Seller|Amazon,NewYear,OnceOrTwice,Frequently,SalwarSuit|CoordSet|Kurti|IndoWestern,Rayon,Red|Black,Floral|DigitalPrint,500-999,1500-2999,XL,TraditionallyRooted,StickTo1-2,7,WhatsApp,FreeShipping,6,1,SizingIssue,2
ZF0265,45-55,Central,Tier2,Homemaker,15k-30k,Below10th,Married_with_kids,Bimonthly,3-6mo,1552,6+,Meesho,Diwali,MultipleReturns,Frequently,SalwarSuit|Kurti|NightSuit|Saree,CottonBlend,Green|Red,Embroidery,4000+,<800,XL,HomeFirst,NoBrandPreference,9,WhatsApp|Instagram,Buy2Get1,5,5,DifficultReturn,2
ZF0266,25-34,North,Rural,Homemaker,30k-60k,12th,Single,Weekly,>1yr,910,1,LocalStore,Wedding|Holi,NeverReturned,Occasionally,Saree|CoordSet|SalwarSuit|NightSuit,CottonBlend|Cotton,White,Solid|TieDye|BlockPrint,<500,<800,S,TraditionallyRooted,NoBrandPreference,10,MeeshoApp|WordOfMouth,Buy2Get1,6,7,FabricQuality,0
ZF0267,25-34,West,Metro,Salaried_Pvt,30k-60k,Graduate,Married_with_kids,Bimonthly,<1mo,3416,2-3,Meesho|Myntra|Amazon,Birthday|NoOccasion|Wedding,MultipleReturns,Rarely,SalwarSuit|IndoWestern|Kurti,Linen,Printed,Floral|Embroidery|Solid,500-999,5000+,L,EthnicComfort,StickTo1-2,4,YouTube|TV_Newspaper|Instagram,BundleCombo,6,6,DifficultReturn,2
ZF0268,55+,West,Tier2,Homemaker,15k-30k,Graduate,Married,Quarterly,3-6mo,650,2-3,Amazon|LocalStore|Meesho,Diwali|Holi,NeverReturned,Occasionally,SalwarSuit|CoordSet,Polyester|CottonBlend,Printed,BlockPrint,<500,1500-2999,M,EthnicComfort,ExperimentsFreely,9,WhatsApp,FestivalSale,5,3,FabricQuality,2
ZF0269,18-24,East,Metro,Freelancer,15k-30k,12th,Married_with_kids,Monthly,<1mo,2156,1,Instagram_Seller|YouTube,NewYear,Unhappy_NoReturn,Rarely,Kurti|IndoWestern,Rayon|CottonBlend,White|Pink,DigitalPrint,<500,<800,S,FusionForward,NoBrandPreference,5,Instagram,BundleCombo,4,3,DifficultReturn,1
ZF0270,55+,Central,Tier3,Retired,15k-30k,Below10th,Single,Quarterly,6-12mo,1681,2-3,WordOfMouth,Diwali,Unhappy_NoReturn,Frequently,NightSuit|SalwarSuit|Dupatta|Saree,Polyester|Cotton,White|Red,Embroidery,1000-1999,<800,M,TraditionallyRooted,NoBrandPreference,9,PhysicalStore|WordOfMouth,BundleCombo,5,3,FabricQuality,0
ZF0271,25-34,East,Tier2,Salaried_Pvt,30k-60k,PostGrad,Married,Monthly,<1mo,4570,2-3,Amazon|Meesho|Instagram_Seller,NoOccasion,NeverReturned,Rarely,CoordSet|Kurti|NightSuit|SalwarSuit|IndoWestern,Polyester|Cotton,White|Beige|Blue,DigitalPrint|Floral,1000-1999,1500-2999,XL,OccasionDriven,StickTo1-2,7,PhysicalStore|YouTube|MeeshoApp,FlatDiscount,8,6,HighPrice,2
ZF0272,18-24,West,Tier3,Salaried_Pvt,15k-30k,Graduate,Single,Monthly,<1mo,2912,4-5,Amazon|D2C_Brand|Myntra,Diwali,OnceOrTwice,Occasionally,SalwarSuit|Kurti|IndoWestern|CoordSet|NightSuit,Rayon|Linen,White|Black,Checks|Solid,2000-3999,5000+,3XL+,OccasionDriven,ExperimentsFreely,4,Instagram|YouTube,LoyaltyPoints,1,6,SizingIssue,1
ZF0273,45-55,West,Tier2,Business,60k-1L,PostGrad,Married_with_kids,Bimonthly,<1mo,4104,2-3,D2C_Brand|MallStore,Diwali|Wedding,NeverReturned,SelfOnly,BeddingSet|TowelSet|Kurti,Linen,Blue,Floral,2000-3999,1500-2999,XXL,HomeFirst,SwitchByPrice,7,Instagram|YouTube,FestivalSale,5,8,SizingIssue,1
ZF0274,25-34,North,Tier2,Salaried_Pvt,15k-30k,Graduate,Married,Bimonthly,1-3mo,4004,4-5,D2C_Brand|Myntra|Instagram_Seller,Diwali|NoOccasion,OnceOrTwice,SelfOnly,Dupatta|Kurti|CoordSet|IndoWestern,Polyester,Green|White|Beige,Solid,1000-1999,1500-2999,M,EthnicComfort,StickTo1-2,5,MeeshoApp|WordOfMouth,FlatDiscount,10,10,FabricQuality,0
ZF0275,18-24,South,Tier2,Business,30k-60k,Graduate,Single,OccasionOnly,1-3mo,4685,4-5,Myntra|MallStore,NoOccasion|Birthday|Wedding,NeverReturned,Rarely,Dupatta|NightSuit|Kurti,Georgette,Printed|White,Floral|Solid,1000-1999,800-1499,XS,EthnicComfort,ExperimentsFreely,7,Instagram,FreeShipping,9,7,FabricQuality,1
ZF0276,18-24,South,Metro,Salaried_Pvt,<15k,12th,Other,Bimonthly,<1mo,1552,1,D2C_Brand|Meesho|Amazon,Birthday|Diwali|Wedding,NeverReturned,Frequently,Kurti|NightSuit,CottonBlend|Cotton,Red,DigitalPrint|Solid,<500,<800,M,FusionForward,SwitchByPrice,1,MeeshoApp|Instagram,Buy2Get1,7,3,SizingIssue,2
ZF0277,45-55,South,Rural,Salaried_Govt,>1L,PostGrad,Married,OccasionOnly,3-6mo,10066,1,Myntra,Birthday,OnceOrTwice,Frequently,SalwarSuit|BeddingSet|NightSuit|CoordSet,Silk,Red|Green|White,Solid|Geometric|BlockPrint,2000-3999,3000-5000,XL,TraditionallyRooted,SwitchByPrice,9,MeeshoApp|WordOfMouth,LoyaltyPoints,3,5,FabricQuality,0
ZF0278,25-34,Central,Rural,Salaried_Govt,<15k,Graduate,Married_with_kids,Quarterly,<1mo,2039,2-3,Myntra,Diwali|Birthday|Wedding,Unhappy_NoReturn,Frequently,Saree|BeddingSet|Kurti|NightSuit|SalwarSuit,Georgette,Yellow|Red|Orange,Floral|BlockPrint,500-999,800-1499,XL,TraditionallyRooted,SwitchByPrice,7,TV_Newspaper|MeeshoApp,BundleCombo,6,3,FabricQuality,2
ZF0279,25-34,NorthEast,Tier2,Homemaker,15k-30k,12th,Single,Quarterly,6-12mo,1627,2-3,Amazon|WhatsApp_Seller,Diwali,OnceOrTwice,Frequently,SalwarSuit|Kurti,Rayon|Cotton,Pink|Green,Checks|Embroidery|BlockPrint,500-999,3000-5000,M,EthnicComfort,StickTo1-2,9,TV_Newspaper|WhatsApp|MeeshoApp,BundleCombo,3,7,HighPrice,2
ZF0280,35-44,North,Tier3,Homemaker,<15k,12th,Married,OccasionOnly,<1mo,758,4-5,WhatsApp_Seller,Wedding|Birthday,OnceOrTwice,Frequently,Kurti|NightSuit|Saree|BeddingSet|SalwarSuit,Cotton|Rayon,Pink|Red|Printed,Solid|Embroidery|BlockPrint,2000-3999,1500-2999,XXL,EthnicComfort,ExperimentsFreely,9,WordOfMouth|TV_Newspaper|MeeshoApp,BundleCombo,5,1,SizingIssue,2
ZF0281,35-44,East,Metro,Homemaker,30k-60k,12th,Married_with_kids,Quarterly,1-3mo,2181,1,Myntra|Meesho|LocalStore,Diwali,Unhappy_NoReturn,Occasionally,NightSuit|SalwarSuit|Kurti|IndoWestern|CoordSet,CottonBlend,Red|Orange|Green,Embroidery,500-999,1500-2999,XXL,TraditionallyRooted,SwitchByPrice,8,Instagram|WordOfMouth,FlatDiscount,7,7,HighPrice,1
ZF0282,55+,North,Metro,Salaried_Govt,60k-1L,PostGrad,Married,Monthly,3-6mo,8639,4-5,MallStore|Myntra,NoOccasion|Diwali,OnceOrTwice,Occasionally,CoordSet|BeddingSet|Kurti,CottonBlend|Silk,Black,BlockPrint,1000-1999,1500-2999,XXL,HomeFirst,StickTo1-2,4,YouTube|PhysicalStore,FreeShipping,5,6,HighPrice,1
ZF0283,35-44,West,Tier2,Business,>1L,Graduate,Single,Monthly,<1mo,5823,4-5,D2C_Brand|Amazon,Wedding|NoOccasion,OnceOrTwice,Frequently,BeddingSet|Saree|NightSuit,Rayon,Black|Printed,Solid|Embroidery,2000-3999,5000+,L,EthnicComfort,ExperimentsFreely,7,PhysicalStore|Instagram,FreeShipping,4,4,HighPrice,2
ZF0284,45-55,North,Metro,Homemaker,<15k,12th,Married_with_kids,Weekly,6-12mo,935,2-3,Meesho|Myntra,Holi|NoOccasion|Wedding,OnceOrTwice,Frequently,Kurti|BeddingSet|SalwarSuit,Cotton,Beige,BlockPrint,500-999,<800,3XL+,OccasionDriven,ExperimentsFreely,7,TV_Newspaper,FreeShipping,6,7,HighPrice,0
ZF0285,35-44,North,Metro,Salaried_Pvt,60k-1L,PostGrad,Single,OccasionOnly,3-6mo,3193,4-5,D2C_Brand|Meesho,NoOccasion,MultipleReturns,Occasionally,Kurti|NightSuit|Dupatta,Rayon|Silk,Black,Embroidery,1000-1999,5000+,M,FusionForward,ExperimentsFreely,6,YouTube|WordOfMouth|MeeshoApp,FlatDiscount,6,4,DifficultReturn,2
ZF0286,45-55,West,Metro,Business,15k-30k,Graduate,Single,Bimonthly,<1mo,4180,6+,Myntra,NoOccasion|Wedding|Diwali,OnceOrTwice,Frequently,CoordSet|Kurti|TowelSet,Rayon|Linen,Red,Floral|Solid,<500,800-1499,XL,FusionForward,SwitchByPrice,8,WhatsApp,FlatDiscount,5,7,LimitedDesign,0
ZF0287,45-55,East,Rural,Homemaker,15k-30k,12th,Married,OccasionOnly,1-3mo,757,2-3,LocalStore|WordOfMouth,Diwali,OnceOrTwice,Frequently,BeddingSet|Saree|Dupatta,CottonBlend,Pink,TieDye|Floral|BlockPrint,<500,<800,M,OccasionDriven,NoBrandPreference,10,WordOfMouth|PhysicalStore,FlatDiscount,7,8,HighPrice,1
ZF0288,35-44,South,Metro,Business,30k-60k,12th,Married_with_kids,Weekly,3-6mo,1547,2-3,Amazon|WhatsApp_Seller|LocalStore,Diwali,NeverReturned,Occasionally,Kurti|NightSuit|BeddingSet|SalwarSuit,Cotton,Orange|Green,Geometric|Floral|TieDye,500-999,1500-2999,XXL,EthnicComfort,StickTo1-2,7,WhatsApp|Instagram|MeeshoApp,FlatDiscount,8,5,HighPrice,1
ZF0289,45-55,North,Tier2,Business,60k-1L,Below10th,Single,Quarterly,<1mo,1546,2-3,Meesho|WhatsApp_Seller,Holi,Unhappy_NoReturn,Frequently,Saree|NightSuit,Cotton,Red|Pink,Floral|TieDye,1000-1999,800-1499,M,HomeFirst,SwitchByPrice,7,Instagram|WordOfMouth,BundleCombo,6,7,LimitedDesign,2
ZF0290,35-44,West,Metro,Salaried_Pvt,60k-1L,Graduate,Married_with_kids,Bimonthly,1-3mo,5203,2-3,D2C_Brand|Myntra,Birthday|Wedding,NeverReturned,Occasionally,SalwarSuit|BeddingSet,Georgette|Linen,Beige|White,DigitalPrint|Embroidery|Floral,1000-1999,3000-5000,XL,HomeFirst,ExperimentsFreely,10,YouTube,FestivalSale,7,8,HighPrice,2
ZF0291,25-34,West,Metro,Salaried_Govt,30k-60k,PostGrad,Married,Bimonthly,1-3mo,6249,1,Amazon|Myntra,Wedding|NoOccasion|Birthday,OnceOrTwice,Rarely,NightSuit|SalwarSuit|Kurti|CoordSet,Rayon|Georgette,Green,Embroidery,1000-1999,3000-5000,L,EthnicComfort,ExperimentsFreely,4,PhysicalStore|MeeshoApp,LoyaltyPoints,7,8,SizingIssue,0
ZF0292,18-24,West,Metro,Salaried_Pvt,<15k,12th,Single,OccasionOnly,1-3mo,1924,2-3,Myntra|Amazon|Instagram_Seller,Birthday|Diwali,OnceOrTwice,SelfOnly,NightSuit|Saree|IndoWestern,Georgette|Rayon,Green,DigitalPrint|Embroidery,500-999,800-1499,S,EthnicComfort,ExperimentsFreely,6,Instagram|MeeshoApp|YouTube,FestivalSale,3,7,SizingIssue,1
ZF0293,25-34,West,Metro,Salaried_Govt,>1L,Graduate,Single,Weekly,<1mo,2045,4-5,MallStore|Meesho,Wedding|NoOccasion,MultipleReturns,Rarely,NightSuit|IndoWestern|Kurti|SalwarSuit,Rayon,White|Blue,Solid,<500,<800,S,TraditionallyRooted,ExperimentsFreely,5,Instagram|WhatsApp|MeeshoApp,BundleCombo,6,6,FabricQuality,1
ZF0294,55+,North,Tier2,Homemaker,60k-1L,PostGrad,Married_with_kids,Quarterly,1-3mo,7979,4-5,MallStore,Wedding|Birthday,OnceOrTwice,SelfOnly,Saree|BeddingSet,Linen|CottonBlend,Beige|Red,Solid,1000-1999,5000+,M,HomeFirst,ExperimentsFreely,4,PhysicalStore,FlatDiscount,4,4,FabricQuality,1
ZF0295,55+,North,Tier2,Salaried_Govt,>1L,PostGrad,Other,Monthly,1-3mo,6655,4-5,D2C_Brand|Amazon,Diwali,NeverReturned,Rarely,BeddingSet|Saree|Kurti,Silk|CottonBlend,Beige|White,Geometric,2000-3999,1500-2999,L,HomeFirst,ExperimentsFreely,7,PhysicalStore,FlatDiscount,5,8,FabricQuality,2
ZF0296,Under18,West,Metro,Freelancer,30k-60k,Graduate,Single,Quarterly,<1mo,1472,2-3,Amazon|Instagram_Seller,NewYear|Birthday,MultipleReturns,Frequently,IndoWestern|Kurti|Dupatta|NightSuit,Cotton,White|Orange|Blue,Geometric,500-999,800-1499,M,FusionForward,StickTo1-2,6,Instagram|YouTube|WordOfMouth,FreeShipping,7,4,SlowDelivery,2
ZF0297,Under18,North,Tier2,Student,15k-30k,12th,Other,Bimonthly,3-6mo,715,4-5,Myntra|Instagram_Seller,NoOccasion|Birthday,Unhappy_NoReturn,Rarely,Saree|CoordSet,Cotton|Linen,White|Pink|Black,Checks|DigitalPrint|Geometric,4000+,800-1499,S,OccasionDriven,NoBrandPreference,7,YouTube|MeeshoApp|WhatsApp,Buy2Get1,6,7,SlowDelivery,2
ZF0298,45-55,Central,Rural,Homemaker,<15k,12th,Married_with_kids,OccasionOnly,>1yr,1292,1,LocalStore|WordOfMouth,Diwali|Wedding,Unhappy_NoReturn,Frequently,NightSuit,Cotton,Orange|White|Pink,TieDye|Floral,<500,800-1499,M,OccasionDriven,SwitchByPrice,9,WordOfMouth,FreeShipping,4,4,SizingIssue,2
ZF0299,35-44,West,Tier2,Homemaker,15k-30k,12th,Married,Monthly,>1yr,996,2-3,WhatsApp_Seller|Amazon,Diwali,OnceOrTwice,Occasionally,Kurti|NightSuit,Rayon|Cotton,Pink,Embroidery,2000-3999,3000-5000,XL,HomeFirst,SwitchByPrice,9,YouTube|WhatsApp|WordOfMouth,FestivalSale,4,5,HighPrice,2
ZF0300,55+,East,Tier3,Homemaker,15k-30k,12th,Other,OccasionOnly,1-3mo,2701,4-5,Amazon|WhatsApp_Seller,Diwali|Wedding|Holi,NeverReturned,SelfOnly,NightSuit|SalwarSuit|Kurti,Polyester|CottonBlend,Pink,BlockPrint|Embroidery|TieDye,500-999,800-1499,M,TraditionallyRooted,SwitchByPrice,5,WordOfMouth|MeeshoApp|WhatsApp,BundleCombo,7,5,HighPrice,1
ZF0301,25-34,West,Metro,Freelancer,30k-60k,Below10th,Single,Quarterly,3-6mo,2913,1,Amazon|Meesho|Myntra,Birthday,OnceOrTwice,Occasionally,SalwarSuit|CoordSet,Georgette|Rayon,Pink|Yellow|Beige,Solid,2000-3999,5000+,M,FusionForward,ExperimentsFreely,4,WordOfMouth,BundleCombo,3,6,SizingIssue,1
ZF0302,25-34,North,Metro,Freelancer,30k-60k,Graduate,Married,Monthly,3-6mo,2716,1,Amazon|Myntra,Birthday,NeverReturned,Rarely,SalwarSuit|IndoWestern|NightSuit|CoordSet,Rayon,White|Yellow|Pink,BlockPrint|Floral,1000-1999,1500-2999,M,EthnicComfort,ExperimentsFreely,7,WhatsApp|Instagram,FreeShipping,6,7,SizingIssue,2
ZF0303,18-24,West,Tier2,Student,<15k,Graduate,Single,Bimonthly,<1mo,389,1,Myntra|Amazon|Meesho,Diwali,OnceOrTwice,Occasionally,Kurti|CoordSet|SalwarSuit|IndoWestern,Cotton|Georgette,Orange|Printed,Solid,500-999,<800,S,EthnicComfort,SwitchByPrice,6,MeeshoApp|Instagram|WordOfMouth,FlatDiscount,5,7,HighPrice,0
